symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,95.28161516666668,"graham_current_ratio,graham_earnings_stability",2314500096.0,8.023717,2.1485896,0.865,0.05722000000000001,0.34974998,0.59726,0.45431,423198496.0,0.0085,3.0
INVA,False,91.6071718472167,graham_size,1521489920.0,4.886311,1.2404287,16.007,0.26859,0.36676,0.7479845767854364,0.3980886299984441,110332496.0,,4.0
EXEL,False,91.5203691135827,graham_pe_times_pb,14368736256.0,18.235691,7.827956,3.456,0.08999,0.44393003,0.96483004,0.3759239799907419,739715136.0,,4.0
ADBE,False,91.378,"graham_current_ratio,graham_pe_times_pb",99071303680.0,13.916024,8.368679,0.77,0.5748,0.61902,0.8926753334174765,0.36627540073204595,9129875456.0,,4.0
DECK,False,91.04709242457784,graham_pe_times_pb,10722605056.0,11.200198,4.677284,2.747,0.20521,0.42558,0.5770385958654284,0.23078119312259424,871420352.0,,4.0
PEGA,False,89.53107195042438,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5796918272.0,20.03409,10.340176,1.059,0.12851,0.54693,0.7586326591866708,0.15070351217656883,507401984.0,0.0033,3.0
TDC,False,87.56232503650888,graham_current_ratio,2666309888.0,6.0357895,4.5156717,0.915,0.16695000000000002,1.19116,0.5935057125676488,0.1232711966325917,348500000.0,,4.0
SNDK,False,87.37566369539287,"graham_earnings_stability,graham_pe,graham_pe_times_pb",255076548608.0,23.61209,16.495441,2.29,0.012769999999999998,0.9164,0.7147372580007902,0.61186290003951,7720875008.0,,1.0
YOU,False,87.02587376375057,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5250246144.0,26.125,21.397345,1.04,0.45141,1.19174,0.66656,0.207018591685641,418440384.0,0.0143,3.0
PTC,False,86.99688116618226,"graham_current_ratio,graham_pe_times_pb",14603316224.0,13.053831,4.2944894,1.025,0.46335,0.35053003,0.8375515565345831,0.35863597965264643,1031425152.0,,4.0
QLYS,False,86.69436958326348,"graham_current_ratio,graham_pe,graham_pe_times_pb",6134626816.0,30.242188,10.73621,1.384,0.09498,0.38592,0.828480478236503,0.3317048384083691,244382624.0,,4.0
CARG,False,86.04540633830325,graham_pe_times_pb,2964365312.0,17.154638,11.247042,1.85,0.7003499999999999,0.53470004,0.9278186950098127,0.2695153145604093,241320752.0,,4.0
APAM,False,85.94305360289638,graham_pe_times_pb,2593499648.0,8.760191,6.1747804,3.007,0.57111,0.64552003,0.45593,0.3339475285120265,291218624.0,0.0947,4.0
FHI,False,85.7304307100575,graham_pe_times_pb,4243690240.0,10.565056,3.2413323,2.592,0.32354,0.31137,0.69044,0.2853848832346752,371463872.0,0.0256,4.0
GEN,False,85.00000000000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",17424867328.0,17.023392,6.5651784,0.466,3.07831,0.41944,0.7846,0.424,1547124992.0,0.0166,4.0
NEM,False,84.03065915045606,"graham_earnings_stability,graham_pe_times_pb",129851768832.0,15.520781,3.7029748,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.0084,2.0
ALL,False,83.71084933333334,"graham_current_ratio,graham_earnings_stability",63211962368.0,5.0058074,2.0032694,0.363,0.22261,0.46113998,0.36800998,0.22827,15158625280.0,0.0171,2.0
IDCC,False,82.76533835788912,"graham_pe,graham_pe_times_pb",8357533184.0,38.101173,6.952023,1.743,0.33401000000000003,0.26403,0.82498,0.5525715964341169,600847744.0,0.009300000000000001,4.0
APA,False,82.66614999999999,graham_current_ratio,15767570432.0,9.494726,2.2477775,0.946,0.48854,0.26659,0.78255,0.56331,2146749952.0,0.022000000000000002,4.0
PRI,False,82.51435,graham_pe_times_pb,8908657664.0,11.634044,3.5448966,3.73,0.71521,0.32966,0.72097,0.31542,1038982144.0,0.0165,4.0
TROW,True,81.81879755558789,,22070724608.0,10.398492,2.0059521,4.039,0.03702,0.19399999,0.9985236428059223,0.2992289604637174,2023912448.0,0.0506,4.0
ZTS,False,81.81294508850095,"graham_debt_to_equity,graham_pe_times_pb",29991770112.0,11.840131,9.258834,3.084,2.9399599999999997,0.64911,0.71738,0.40721,2016999936.0,0.028999999999999998,4.0
NFLX,False,81.46990152810189,"graham_current_ratio,graham_pe,graham_pe_times_pb",299741184000.0,22.636791,9.941306,1.142,0.55236,0.49541,0.3634414152008206,0.29494704605507255,25387552768.0,,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8126430720.0,14.484776,3.9931054,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0028000000000000004,4.0
AMP,False,81.41366241694666,graham_pe_times_pb,48147943424.0,13.168761,7.567455,2.182,0.67578,0.63432,0.54932,0.30719998,2903124992.0,0.0125,4.0
HLNE,False,80.82765093991941,graham_pe_times_pb,5933798912.0,13.475647,4.037348,4.111,0.21558,0.32416,0.6066,0.45933998,231402752.0,0.027200000000000002,4.0
BMY,False,80.57414096986307,"graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",128200769536.0,13.823789,5.744622,1.532,2.01859,0.46598998,0.7231055082553272,0.34418,8114375168.0,0.0401,1.0
INCY,False,80.5359144953141,graham_pe_times_pb,25789235200.0,16.207644,4.0303473,4.593,0.00603,0.30667,0.55659,0.2946484526501573,1180664576.0,,4.0
GDDY,False,79.75800471468102,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",12377280512.0,14.521545,1843.9624,0.632,573.3433,4.42861,0.63802,0.2276867766758902,1204950016.0,,4.0
WH,False,79.63605655810842,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",5030771712.0,24.561594,10.592188,0.988,5.57292,0.39429,0.62835,0.2813156053184045,362375008.0,0.024900000000000002,4.0
NVDA,False,79.42470917066385,"graham_pe,graham_pe_times_pb",5304854511616.0,27.738636,23.16672,4.589,0.16971,1.17211,0.7106808435754708,0.6038168363141272,41809874944.0,0.0046,4.0
RNR,False,79.39093333333334,"graham_current_ratio,graham_earnings_stability",13655821312.0,5.6987166,1.2412659,1.352,0.12211,0.21475,0.45349,0.41674,2787289856.0,0.005,3.0
LVS,False,79.2779771507589,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",25927477248.0,15.515504,44.62653,0.997,17.03902,1.22869,0.79335,0.21648613351770762,2212875008.0,0.029500000000000002,4.0
NMIH,True,79.2073,,3226469632.0,8.443898,1.1950798,2.029,0.15753,0.15427,0.76384,0.76672995,329759616.0,,4.0
LULU,True,78.87019378953664,,11089269760.0,8.244033,2.3348484,2.19,0.44689,0.30898002,0.566005440167168,0.19910786662583538,1148515840.0,,4.0
SEZL,False,78.59446781575937,"graham_earnings_stability,graham_pe,graham_pe_times_pb",3892831744.0,25.350878,16.705202,4.017,0.52416,0.88851,0.74967,0.39262101941240873,100542000.0,,3.0
CNX,False,78.56619999999998,"graham_current_ratio,graham_earnings_stability",4930961408.0,5.401945,1.025507,0.716,0.49137000000000003,0.21249,0.73616,0.62878,437116736.0,,1.0
ADMA,False,78.53998980947695,"graham_size,graham_earnings_stability,graham_pe_times_pb",1983384192.0,12.65,4.8895636,6.972,0.49935,0.41897,0.5738543592075629,0.37525114029946705,54755376.0,,2.0
MTG,False,78.50679999999998,munger_roe,6096309760.0,9.287499,1.2247589,4.964,0.12903,0.13923,0.92607003,0.80851996,518861888.0,0.0229,4.0
