symbol,buyable,score,fail_reasons,market_cap,trailing_pe,price_to_book,current_ratio,debt_to_equity,return_on_equity,gross_margin,operating_margin,free_cash_flow,dividend_yield,consecutive_positive_earnings_years
HCI,False,95.28161516666668,"graham_current_ratio,graham_earnings_stability",2320470784.0,8.040948,2.1541324,0.865,0.05722000000000001,0.34974998,0.59726,0.45431,423198496.0,0.0086,3.0
EXEL,False,91.93254160511177,graham_pe_times_pb,13922852864.0,17.669811,7.585043,3.456,0.08999,0.44393003,0.96483004,0.3759239799907419,739715136.0,,4.0
INVA,False,91.91355279939575,graham_size,1496204032.0,4.8051043,1.2198138,16.007,0.26859,0.36676,0.7479845767854364,0.3980886299984441,110332496.0,,4.0
ADBE,False,91.378,"graham_current_ratio,graham_pe_times_pb",104574140416.0,14.697185,8.83351,0.77,0.5748,0.61902,0.8926753334174765,0.36627540073204595,9129875456.0,,4.0
DECK,False,91.04709242457784,graham_pe_times_pb,10603119616.0,11.075391,4.6251636,2.747,0.20521,0.42558,0.5770385958654284,0.23078119312259424,871420352.0,,4.0
PEGA,False,89.53107195042438,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",6282735104.0,21.713068,11.206744,1.059,0.12851,0.54693,0.7586326591866708,0.15070351217656883,507401984.0,0.0031,3.0
SNDK,False,88.4190582490992,"graham_earnings_stability,graham_pe,graham_pe_times_pb",224167526400.0,20.76777,14.496597,2.29,0.012769999999999998,0.9164,0.7147372580007902,0.61186290003951,7720875008.0,,1.0
TDC,False,87.56232503650888,graham_current_ratio,2776979968.0,6.286316,4.703103,0.915,0.16695000000000002,1.19116,0.5935057125676488,0.1232711966325917,348500000.0,,4.0
PTC,False,86.80417769678655,"graham_current_ratio,graham_pe_times_pb",14764447744.0,13.21068,4.3418746,1.025,0.46335,0.35053003,0.8375515565345831,0.35863597965264643,1031425152.0,,4.0
QLYS,False,86.32536915851658,"graham_current_ratio,graham_pe,graham_pe_times_pb",6370669056.0,31.970484,11.349769,1.384,0.09498,0.38592,0.828480478236503,0.3317048384083691,244382624.0,,4.0
YOU,False,85.96012915616838,"graham_current_ratio,graham_earnings_stability,graham_pe,graham_pe_times_pb",5546942976.0,27.60135,22.60653,1.04,0.45141,1.19174,0.66656,0.207018591685641,418440384.0,0.013600000000000001,3.0
APAM,False,85.94305360289638,graham_pe_times_pb,2621188096.0,8.853717,6.240703,3.007,0.57111,0.64552003,0.45593,0.3339475285120265,291218624.0,0.09230000000000001,4.0
FHI,False,85.7304307100575,graham_pe_times_pb,4328056320.0,10.775093,3.305771,2.592,0.32354,0.31137,0.69044,0.2853848832346752,371463872.0,0.024399999999999998,4.0
CARG,False,85.40259554658192,graham_pe_times_pb,3116681216.0,18.036083,13.263837,1.85,0.7003499999999999,0.53470004,0.9278186950098127,0.2695153145604093,241320752.0,,4.0
GEN,False,85.00000000000001,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",18783660032.0,18.350876,7.0771313,0.466,3.07831,0.41944,0.7846,0.424,1547124992.0,0.0159,4.0
NEM,False,84.12692321657653,"graham_earnings_stability,graham_pe_times_pb",129119453184.0,15.452712,3.6820915,2.546,0.15807000000000002,0.25905,0.68041,0.51569,8815875072.0,0.0085,2.0
ALL,False,83.71084933333334,"graham_current_ratio,graham_earnings_stability",64711405568.0,5.1245494,2.0507889,0.363,0.22261,0.46113998,0.36800998,0.22827,15158625280.0,0.0167,2.0
APA,False,82.66614999999999,graham_current_ratio,16492797952.0,9.931436,2.3511639,0.946,0.48854,0.26659,0.78255,0.56331,2146749952.0,0.0222,4.0
IDCC,False,82.54659873744387,"graham_pe,graham_pe_times_pb",8460499968.0,38.525265,7.0376735,1.743,0.33401000000000003,0.26403,0.82498,0.5525715964341169,600847744.0,0.0088,4.0
PRI,False,82.51435,graham_pe_times_pb,9049772032.0,11.82308,3.6010485,3.73,0.71521,0.32966,0.72097,0.31542,1038982144.0,0.016200000000000003,4.0
TROW,True,81.81879755558789,,22340571136.0,10.51506,2.0304775,4.039,0.03702,0.19399999,0.9985236428059223,0.2992289604637174,2023912448.0,0.049100000000000005,4.0
ZTS,False,81.64325668959171,"data_missing:price_to_book,graham_debt_to_equity",30297554944.0,11.960848,,3.084,2.9399599999999997,0.64911,0.71738,0.40721,2016999936.0,0.0288,4.0
KNSL,False,81.42671666666666,"graham_current_ratio,graham_pe_times_pb",8367995392.0,14.909294,4.1118035,0.194,0.11033,0.30268,0.31142,0.40678,982102720.0,0.0027,4.0
AMP,False,81.1242957757377,graham_pe_times_pb,49090301952.0,13.426914,7.7213993,2.182,0.67578,0.63432,0.54932,0.30719998,2903124992.0,0.012199999999999999,4.0
INCY,False,81.11576602940627,graham_pe_times_pb,24545683456.0,15.426115,3.8360047,4.593,0.00603,0.30667,0.55659,0.2946484526501573,1180664576.0,,4.0
NFLX,False,80.95409991194023,"graham_current_ratio,graham_pe,graham_pe_times_pb",325745410048.0,24.60066,10.80377,1.142,0.55236,0.49541,0.3634414152008206,0.29494704605507255,25387552768.0,,4.0
BMY,False,80.33207642217569,"graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",130192416768.0,14.038547,5.833867,1.532,2.01859,0.46598998,0.7231055082553272,0.34418,8114375168.0,0.0393,1.0
HLNE,False,80.29565098049804,graham_pe_times_pb,6276281344.0,14.253424,4.2703724,4.111,0.21558,0.32416,0.6066,0.45933998,231402752.0,0.024900000000000002,4.0
GDDY,False,79.75800471468102,"data_invalid_outlier:debt_to_equity,graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",13161863168.0,15.442051,1960.8491,0.632,573.3433,4.42861,0.63802,0.2276867766758902,1204950016.0,,4.0
NVDA,False,79.50352736924002,"graham_pe,graham_pe_times_pb",5100812107776.0,26.705437,22.275652,4.589,0.16971,1.17211,0.7106808435754708,0.6038168363141272,41809874944.0,0.004699999999999999,4.0
WH,False,79.49897324298828,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",5069361664.0,24.75,10.673437,0.988,5.57292,0.39429,0.62835,0.2813156053184045,362375008.0,0.024900000000000002,4.0
RNR,False,79.39093333333334,"graham_current_ratio,graham_earnings_stability",13552980992.0,5.656781,1.2319181,1.352,0.12211,0.21475,0.45349,0.41674,2787289856.0,0.005,3.0
LVS,False,79.2779771507589,"graham_current_ratio,graham_debt_to_equity,graham_pe_times_pb",27281172480.0,16.32558,46.95652,0.997,17.03902,1.22869,0.79335,0.21648613351770762,2212875008.0,0.028300000000000002,4.0
NMIH,True,79.2073,,3189236992.0,8.3464575,1.1812888,2.029,0.15753,0.15427,0.76384,0.76672995,329759616.0,,4.0
LULU,True,78.87019378953664,,10830761984.0,8.051852,2.2804196,2.19,0.44689,0.30898002,0.566005440167168,0.19910786662583538,1148515840.0,,4.0
CNX,False,78.56619999999998,"graham_current_ratio,graham_earnings_stability",5267532800.0,5.770664,1.0955048,0.716,0.49137000000000003,0.21249,0.73616,0.62878,437116736.0,,1.0
MTG,False,78.50679999999998,munger_roe,6045028864.0,9.209374,1.2144563,4.964,0.12903,0.13923,0.92607003,0.80851996,518861888.0,0.022000000000000002,4.0
SEZL,False,78.403141124432,"graham_earnings_stability,graham_pe,graham_pe_times_pb",4011704576.0,26.125,17.215317,4.017,0.52416,0.88851,0.74967,0.39262101941240873,100542000.0,,3.0
PLTR,False,78.06920897785832,"graham_earnings_stability,graham_pe,graham_pe_times_pb",422818119680.0,149.11017,43.252213,7.228,0.02139,0.38097,0.8236651721415028,0.3159495165398041,2159104512.0,,3.0
WDC,False,77.86386532191518,"data_missing:price_to_book,graham_current_ratio,graham_earnings_stability",148342767616.0,15.272643,,1.329,0.13436,1.30853,0.4885053022679774,0.34468612121681247,2268750080.0,0.0014000000000000002,2.0
ESNT,False,77.69319999999999,munger_roe,6051833856.0,9.391213,1.068589,1.791,0.08757,0.12009,0.76005995,0.6575,690249472.0,0.0203,4.0
AGX,False,77.50811194956768,"graham_pe,graham_pe_times_pb,munger_gross_margin",5443649024.0,30.696598,10.742704,1.501,0.02154,0.39847,0.20503575035517455,0.1426001952136658,467822016.0,0.0070999999999999995,4.0
GOOG,False,77.26414706080551,graham_pe_times_pb,4151940481024.0,17.05123,6.6702685,2.724,0.18859,0.48676,0.60897,0.32032638592380025,22665000960.0,0.0025,4.0
TPL,False,77.26295,"graham_pe,graham_pe_times_pb,munger_fcf",25707896832.0,47.479618,15.3715925,4.552,0.01077,0.36566,0.93336,0.741879752941029,-32836124.0,0.0066,4.0
GOOGL,False,77.25004359189468,graham_pe_times_pb,4195295952896.0,17.220633,6.7399206,2.724,0.18859,0.48676,0.60897,0.32032638592380025,22665000960.0,0.0025,4.0
FTNT,False,77.19098780732176,"graham_current_ratio,graham_pe,graham_pe_times_pb",126415192064.0,61.09752,81.501884,1.282,0.36194000000000004,1.17442,0.8045620330607682,0.3065915642096594,2265587456.0,,4.0
HRMY,False,77.1425028039108,graham_pe_times_pb,2416228096.0,13.427185,2.4131913,3.479,0.16030999999999998,0.20456,0.771614583633196,0.2400463813240325,182835504.0,,4.0
V,False,77.11445117990006,"graham_current_ratio,graham_pe,graham_pe_times_pb",699956002816.0,31.906382,19.867514,0.985,0.67821,0.6119,0.97725,0.59985,20404000768.0,0.0070999999999999995,4.0
ACT,False,77.09795215397223,"graham_current_ratio,munger_roe",6680331264.0,10.251056,1.2439518,0.922,0.13812,0.12869,0.73177004,0.73258,521546880.0,0.0192,4.0
VCTR,False,77.003499,graham_pe_times_pb,6478803456.0,19.15091,2.7303834,2.066,0.42615000000000003,0.19045,0.57335997,0.36629021131877276,520321760.0,0.0183,4.0
INSW,True,76.97980517577584,,5369194496.0,6.9309464,2.369658,5.944,0.28815,0.37412,0.725,0.40956264778217055,69650376.0,0.07730000000000001,4.0
BLKB,False,76.83963501340858,"graham_current_ratio,graham_debt_to_equity,graham_earnings_stability,graham_pe_times_pb",2069334528.0,14.246875,30.494984,0.828,17.27037,1.94448,0.5878346102546606,0.1690534534481307,214087872.0,,1.0
LOPE,False,76.81799529232458,graham_pe_times_pb,4000461568.0,18.536232,5.9380198,2.818,0.15564999999999998,0.30979002,0.53271,0.24040973898577847,205755248.0,,4.0
IT,False,76.76581711289447,"data_missing:debt_to_equity,graham_current_ratio,graham_pe_times_pb",12678104064.0,18.070658,-77.27675,0.88,,1.13581,0.6877113401934918,0.15786906596753753,1052553024.0,,4.0
MEDP,False,76.51680841769092,"graham_current_ratio,graham_pe,graham_pe_times_pb",17153945600.0,36.066902,39.53554,0.732,0.33216,1.6215401,0.7235,0.21141720489093105,510396512.0,,4.0
PRDO,True,76.44210293813468,,2060349568.0,11.972727,1.9937629,4.692,0.11009000000000001,0.17554002,0.79890996,0.23165220022314253,184656128.0,0.0206,4.0
ADEA,False,76.23898192229527,"graham_earnings_stability,graham_pe,graham_pe_times_pb",2747078656.0,22.85321,5.755545,3.247,0.82832,0.27878,1.0,0.3946967202392498,195100624.0,0.008100000000000001,3.0
DUOL,False,76.05865675225894,"graham_earnings_stability,graham_pe_times_pb",7106624512.0,18.028984,5.0551906,2.719,0.0611,0.3442,0.7223062310799363,0.13065867120796384,300198016.0,,3.0
MANH,False,76.05620742304052,"graham_current_ratio,graham_pe,graham_pe_times_pb",12359487488.0,60.739254,78.452995,0.983,0.34209,0.96378,0.5581,0.25874058620740675,321116384.0,,4.0
ADSK,False,75.92360924815966,"graham_current_ratio,graham_debt_to_equity,graham_pe,graham_pe_times_pb",47729328128.0,29.619974,14.108234,0.855,1.09518,0.53854,0.9097973910630031,0.2189841798501249,3157499904.0,,4.0
AVGO,False,75.79803894424872,"graham_pe,graham_pe_times_pb",1614202929152.0,43.186462,16.193373,2.504,0.59604,0.44245,0.6776652527118193,0.3988917933225852,30596499456.0,0.0075,4.0
CINF,False,75.68008333333333,"graham_current_ratio,graham_earnings_stability",26252036096.0,8.075897,1.573907,1.151,0.05255,0.21484,0.31066,0.37202,2984875008.0,0.0219,3.0
